pn,un_cc_ds,wn_cc_ds,u_pacceoc/cc_ds,w_pacceoc/cc_ds,un_s_ds,w_s_ds,un_eacr_ds,w_eacr_ds,tps
180004,5,1.666666667,47,15.66666667,Not Available,Not Available,50,16.66666667,34
180005,23.33333333,5.833333333,19,4.75,53.33333333,13.33333333,10,2.5,26.41666667
180009,16.66666667,4.166666667,41,10.25,50,12.5,20,5,31.91666667
180010,6.666666667,1.666666667,25,6.25,65,16.25,10,2.5,26.66666667
180011,56.66666667,14.16666667,30,7.5,66.66666667,16.66666667,30,7.5,45.83333333
180012,36.66666667,9.166666667,39,9.75,76.66666667,19.16666667,20,5,43.08333333
180013,50,12.5,14,3.5,45.71428571,11.42857143,0,0,27.42857143
180017,33.33333333,8.333333333,23,5.75,50,12.5,0,0,26.58333333
180018,50,12.5,53,13.25,20,5,30,7.5,38.25
180019,36.66666667,9.166666667,55,13.75,92.5,23.125,30,7.5,53.54166667
180020,16.66666667,4.166666667,29,7.25,92.5,23.125,60,15,49.54166667
180021,60,20,35,11.66666667,Not Available,Not Available,90,30,61.66666667
180024,35,8.75,49,12.25,100,25,0,0,46
180025,60,15,40,10,73.33333333,18.33333333,40,10,53.33333333
180027,23.33333333,5.833333333,61,15.25,58,14.5,10,2.5,38.08333333
180035,56.66666667,14.16666667,33,8.25,47.14285714,11.78571429,0,0,34.20238095
180036,43.33333333,10.83333333,50,12.5,56.66666667,14.16666667,20,5,42.5
180038,10,2.5,32,8,34.28571429,8.571428571,0,0,19.07142857
180040,60,15,15,3.75,30,7.5,0,0,26.25
180043,73.33333333,18.33333333,56,14,40,10,80,20,62.33333333
180044,36.66666667,9.166666667,26,6.5,70,17.5,20,5,38.16666667
180045,60,15,45,11.25,45,11.25,0,0,37.5
180048,43.33333333,10.83333333,17,4.25,58.57142857,14.64285714,30,7.5,37.22619048
180049,36.66666667,9.166666667,53,13.25,77.5,19.375,10,2.5,44.29166667
180050,23.33333333,5.833333333,34,8.5,85,21.25,50,12.5,48.08333333
180051,43.33333333,10.83333333,46,11.5,47.14285714,11.78571429,0,0,34.11904762
180053,0,0,80,26.66666667,Not Available,Not Available,70,23.33333333,50
180056,0,0,26,6.5,58.33333333,14.58333333,0,0,21.08333333
180064,5,1.25,42,10.5,93.33333333,23.33333333,10,2.5,37.58333333
180066,45,15,65,21.66666667,Not Available,Not Available,50,16.66666667,53.33333333
180067,36.66666667,9.166666667,47,11.75,32.85714286,8.214285714,0,0,29.13095238
180069,10,2.5,44,11,100,25,80,20,58.5
180070,56.66666667,14.16666667,40,10,66.66666667,16.66666667,30,7.5,48.33333333
180078,26.66666667,6.666666667,43,10.75,100,25,60,15,57.41666667
180079,33.33333333,8.333333333,64,16,100,25,0,0,49.33333333
180080,30,7.5,51,12.75,57.14285714,14.28571429,0,0,34.53571429
180087,40,10,21,5.25,70,17.5,0,0,32.75
180088,50,12.5,19,4.75,28.57142857,7.142857143,0,0,24.39285714
180092,53.33333333,13.33333333,56,14,90,22.5,10,2.5,52.33333333
180093,30,7.5,15,3.75,55.71428571,13.92857143,0,0,25.17857143
180101,0,0,50,12.5,85,21.25,30,7.5,41.25
180102,46.66666667,11.66666667,13,3.25,65.71428571,16.42857143,10,2.5,33.8452381
180103,33.33333333,8.333333333,46,11.5,50,12.5,0,0,32.33333333
180104,16.66666667,4.166666667,35,8.75,31.42857143,7.857142857,0,0,20.77380952
180105,0,0,48,16,Not Available,Not Available,10,3.333333333,19.33333333
180106,0,0,72,24,Not Available,Not Available,0,0,24
180116,60,15,41,10.25,42,10.5,0,0,35.75
180124,46.66666667,11.66666667,28,7,70,17.5,10,2.5,38.66666667
180127,36.66666667,9.166666667,21,5.25,70,17.5,0,0,31.91666667
180128,15,3.75,84,21,66.66666667,16.66666667,10,2.5,43.91666667
180130,13.33333333,3.333333333,37,9.25,38.57142857,9.642857143,10,2.5,24.72619048
180132,33.33333333,8.333333333,26,6.5,40,10,10,2.5,27.33333333
180138,35,8.75,44,11,70,17.5,70,17.5,54.75
180139,15,5,41,13.66666667,Not Available,Not Available,50,16.66666667,35.33333333
180141,26.66666667,6.666666667,11,2.75,25.71428571,6.428571429,10,2.5,18.3452381
180143,33.33333333,8.333333333,26,6.5,57.14285714,14.28571429,30,7.5,36.61904762
190002,30,7.5,71,17.75,45.71428571,11.42857143,0,0,36.67857143
190004,56.66666667,14.16666667,82,20.5,37.14285714,9.285714286,0,0,43.95238095
190005,Not Available,Not Available,25,8.333333333,36.66666667,12.22222222,40,13.33333333,33.88888889
190006,Not Available,Not Available,68,22.66666667,56,18.66666667,10,3.333333333,44.66666667
190007,96.66666667,24.16666667,62,15.5,83.33333333,20.83333333,0,0,60.5
190008,53.33333333,13.33333333,67,16.75,44.28571429,11.07142857,0,0,41.1547619
190011,Not Available,Not Available,27,9,55.71428571,18.57142857,0,0,27.57142857
190013,53.33333333,13.33333333,55,13.75,80,20,10,2.5,49.58333333
190014,56.66666667,14.16666667,24,6,95,23.75,0,0,43.91666667
190015,40,10,24,6,35.71428571,8.928571429,0,0,24.92857143
190017,36.66666667,9.166666667,45,11.25,26.66666667,6.666666667,0,0,27.08333333
190019,30,7.5,34,8.5,32.85714286,8.214285714,0,0,24.21428571
190020,26.66666667,6.666666667,29,7.25,76,19,40,10,42.91666667
190025,45,15,59,19.66666667,Not Available,Not Available,0,0,34.66666667
190026,23.33333333,5.833333333,44,11,37.14285714,9.285714286,0,0,26.11904762
190027,20,5,44,11,33.33333333,8.333333333,0,0,24.33333333
190034,55,13.75,58,14.5,72.5,18.125,0,0,46.375
190036,43.33333333,10.83333333,31,7.75,40,10,20,5,33.58333333
190039,33.33333333,8.333333333,32,8,31.42857143,7.857142857,0,0,24.19047619
190040,60,15,48,12,32.85714286,8.214285714,20,5,40.21428571
190041,53.33333333,13.33333333,57,14.25,31.42857143,7.857142857,0,0,35.44047619
190044,15,3.75,54,13.5,64,16,20,5,38.25
190045,60,15,59,14.75,58.57142857,14.64285714,0,0,44.39285714
190046,70,17.5,31,7.75,40,10,0,0,35.25
190050,76.66666667,19.16666667,57,14.25,60,15,0,0,48.41666667
190053,0,0,76,19,77.5,19.375,0,0,38.375
190054,46.66666667,11.66666667,22,5.5,46.66666667,11.66666667,0,0,28.83333333
190060,46.66666667,11.66666667,30,7.5,61.42857143,15.35714286,0,0,34.52380952
190064,30,7.5,37,9.25,33.33333333,8.333333333,0,0,25.08333333
190065,16.66666667,4.166666667,51,12.75,41.42857143,10.35714286,0,0,27.27380952
190079,20,6.666666667,49,16.33333333,Not Available,Not Available,30,10,33
190081,50,16.66666667,35,11.66666667,Not Available,Not Available,10,3.333333333,31.66666667
190086,26.66666667,6.666666667,17,4.25,36,9,0,0,19.91666667
190088,50,16.66666667,69,23,Not Available,Not Available,60,20,59.66666667
190090,45,15,64,21.33333333,Not Available,Not Available,30,10,46.33333333
190098,60,15,17,4.25,15.71428571,3.928571429,0,0,23.17857143
190099,20,6.666666667,47,15.66666667,Not Available,Not Available,0,0,22.33333333
190102,23.33333333,5.833333333,63,15.75,26.66666667,6.666666667,0,0,28.25
190111,86.66666667,21.66666667,18,4.5,28.57142857,7.142857143,0,0,33.30952381
190114,0,0,65,21.66666667,Not Available,Not Available,10,3.333333333,25
190116,10,2.5,32,8,100,25,0,0,35.5
190118,15,5,83,27.66666667,Not Available,Not Available,0,0,32.66666667
190125,56.66666667,14.16666667,43,10.75,48.57142857,12.14285714,0,0,37.05952381
190128,Not Available,Not Available,62,20.66666667,40,13.33333333,0,0,34
190144,36.66666667,9.166666667,62,15.5,72.5,18.125,0,0,42.79166667
190146,76.66666667,19.16666667,34,8.5,51.42857143,12.85714286,10,2.5,43.02380952
190151,50,16.66666667,49,16.33333333,Not Available,Not Available,0,0,33
190160,70,17.5,19,4.75,54.28571429,13.57142857,10,2.5,38.32142857
190164,60,15,39,9.75,57.5,14.375,0,0,39.125
190167,43.33333333,10.83333333,49,12.25,75,18.75,0,0,41.83333333
190176,60,15,33,8.25,25.71428571,6.428571429,20,5,34.67857143
190177,83.33333333,20.83333333,30,7.5,55.71428571,13.92857143,0,0,42.26190476
190183,35,8.75,86,21.5,50,12.5,30,7.5,50.25
190184,60,20,97,32.33333333,Not Available,Not Available,0,0,52.33333333
190190,90,30,82,27.33333333,Not Available,Not Available,90,30,87.33333333
190201,10,2.5,51,12.75,45,11.25,40,10,36.5
190202,30,7.5,37,9.25,61.42857143,15.35714286,10,2.5,34.60714286
190204,30,7.5,28,7,48.33333333,12.08333333,20,5,31.58333333
190205,50,16.66666667,31,10.33333333,63.33333333,21.11111111,Not Available,Not Available,48.11111111
190236,53.33333333,13.33333333,29,7.25,35.71428571,8.928571429,0,0,29.51190476
190242,10,2.5,71,17.75,46.66666667,11.66666667,0,0,31.91666667
190263,0,0,99,33,Not Available,Not Available,20,6.666666667,39.66666667
190274,23.33333333,5.833333333,44,11,37.14285714,9.285714286,20,5,31.11904762
190308,35,8.75,42,10.5,66.66666667,16.66666667,20,5,40.91666667
190312,15,3.75,45,11.25,90,22.5,50,12.5,50
200001,13.33333333,3.333333333,68,17,60,15,30,7.5,42.83333333
200008,70,17.5,74,18.5,55,13.75,0,0,49.75
200009,40,10,22,5.5,47.14285714,11.78571429,0,0,27.28571429
200018,70,17.5,32,8,90,22.5,40,10,58
200019,43.33333333,10.83333333,9,2.25,47.14285714,11.78571429,30,7.5,32.36904762
200020,66.66666667,16.66666667,59,14.75,90,22.5,10,2.5,56.41666667
200021,30,7.5,21,5.25,72,18,30,7.5,38.25
200024,30,7.5,30,7.5,20,5,10,2.5,22.5
200031,33.33333333,8.333333333,69,17.25,60,15,80,20,60.58333333
200033,16.66666667,4.166666667,13,3.25,45.71428571,11.42857143,10,2.5,21.3452381
200034,26.66666667,6.666666667,47,11.75,56.66666667,14.16666667,0,0,32.58333333
200037,16.66666667,4.166666667,42,10.5,100,25,30,7.5,47.16666667
200039,23.33333333,5.833333333,62,15.5,57.14285714,14.28571429,10,2.5,38.11904762
200041,16.66666667,4.166666667,79,19.75,90,22.5,0,0,46.41666667
200050,70,17.5,50,12.5,56.66666667,14.16666667,50,12.5,56.66666667
200052,66.66666667,22.22222222,92,30.66666667,Not Available,Not Available,80,26.66666667,79.55555556
200063,33.33333333,8.333333333,35,8.75,50,12.5,40,10,39.58333333
220001,53.33333333,13.33333333,30,7.5,58.57142857,14.64285714,10,2.5,37.97619048
220002,60,15,43,10.75,48.57142857,12.14285714,10,2.5,40.39285714
220008,13.33333333,3.333333333,27,6.75,38.57142857,9.642857143,10,2.5,22.22619048
220010,40,10,18,4.5,60,15,20,5,34.5
220011,83.33333333,20.83333333,20,5,72.85714286,18.21428571,0,0,44.04761905
220012,76.66666667,19.16666667,41,10.25,50,12.5,0,0,41.91666667
220015,33.33333333,8.333333333,17,4.25,36.66666667,9.166666667,10,2.5,24.25
220016,56.66666667,14.16666667,28,7,42.5,10.625,40,10,41.79166667
220017,50,12.5,14,3.5,42,10.5,0,0,26.5
220019,33.33333333,8.333333333,44,11,70,17.5,0,0,36.83333333
220020,93.33333333,23.33333333,62,15.5,48.33333333,12.08333333,0,0,50.91666667
220024,46.66666667,11.66666667,46,11.5,75,18.75,20,5,46.91666667
220029,23.33333333,5.833333333,50,12.5,70,17.5,0,0,35.83333333
220030,63.33333333,21.11111111,27,9,Not Available,Not Available,30,10,40.11111111
220031,83.33333333,20.83333333,24,6,41.42857143,10.35714286,0,0,37.19047619
220033,83.33333333,20.83333333,19,4.75,42.85714286,10.71428571,0,0,36.29761905
220035,93.33333333,23.33333333,24,6,60,15,10,2.5,46.83333333
220036,90,22.5,21,5.25,30,7.5,0,0,35.25
220046,43.33333333,10.83333333,17,4.25,52.85714286,13.21428571,0,0,28.29761905
220049,43.33333333,10.83333333,22,5.5,60,15,20,5,36.33333333
220052,66.66666667,16.66666667,27,6.75,71.42857143,17.85714286,20,5,46.27380952
220060,63.33333333,15.83333333,29,7.25,47.14285714,11.78571429,0,0,34.86904762
220063,43.33333333,10.83333333,25,6.25,52.85714286,13.21428571,0,0,30.29761905
220065,75,25,40,13.33333333,Not Available,Not Available,50,16.66666667,55
220066,23.33333333,5.833333333,16,4,38.57142857,9.642857143,20,5,24.47619048
220070,66.66666667,16.66666667,44,11,55.71428571,13.92857143,0,0,41.5952381
220071,100,25,46,11.5,38.57142857,9.642857143,0,0,46.14285714
220073,43.33333333,10.83333333,13,3.25,60,15,20,5,34.08333333
220074,76.66666667,19.16666667,30,7.5,44.28571429,11.07142857,10,2.5,40.23809524
220077,66.66666667,16.66666667,19,4.75,38.57142857,9.642857143,10,2.5,33.55952381
220080,33.33333333,8.333333333,24,6,65.71428571,16.42857143,20,5,35.76190476
220083,60,15,44,11,66.66666667,16.66666667,10,2.5,45.16666667
220084,70,17.5,54,13.5,31.42857143,7.857142857,10,2.5,41.35714286
220086,76.66666667,19.16666667,30,7.5,37.14285714,9.285714286,10,2.5,38.45238095
220088,Not Available,Not Available,83,27.66666667,96.66666667,32.22222222,0,0,59.88888889
220090,66.66666667,16.66666667,33,8.25,71.42857143,17.85714286,0,0,42.77380952
220095,46.66666667,11.66666667,22,5.5,68,17,0,0,34.16666667
220098,45,15,19,6.333333333,Not Available,Not Available,40,13.33333333,34.66666667
220100,63.33333333,15.83333333,37,9.25,71.42857143,17.85714286,0,0,42.94047619
220101,80,20,55,13.75,77.14285714,19.28571429,10,2.5,55.53571429
220105,90,22.5,52,13,80,20,10,2.5,58
220108,63.33333333,15.83333333,32,8,60,15,10,2.5,41.33333333
220110,90,22.5,52,13,41.42857143,10.35714286,0,0,45.85714286
220111,76.66666667,19.16666667,26,6.5,52.85714286,13.21428571,0,0,38.88095238
220116,56.66666667,14.16666667,42,10.5,54.28571429,13.57142857,0,0,38.23809524
220119,90,22.5,68,17,63.33333333,15.83333333,20,5,60.33333333
220126,30,7.5,21,5.25,48.57142857,12.14285714,0,0,24.89285714
220135,83.33333333,20.83333333,28,7,48.57142857,12.14285714,10,2.5,42.47619048
220163,76.66666667,19.16666667,29,7.25,41.42857143,10.35714286,10,2.5,39.27380952
220171,96.66666667,24.16666667,30,7.5,48.33333333,12.08333333,0,0,43.75
220175,66.66666667,16.66666667,30,7.5,37.14285714,9.285714286,0,0,33.45238095
220176,43.33333333,10.83333333,20,5,67.14285714,16.78571429,0,0,32.61904762
220177,20,6.666666667,Not Available,Not Available,100,33.33333333,100,33.33333333,73.33333333
230002,40,10,30,7.5,60,15,20,5,37.5
230003,30,7.5,85,21.25,90,22.5,80,20,71.25
230005,46.66666667,11.66666667,18,4.5,90,22.5,50,12.5,51.16666667
230015,0,0,35,8.75,100,25,60,15,48.75
230017,16.66666667,4.166666667,51,12.75,45.71428571,11.42857143,30,7.5,35.8452381
230019,93.33333333,23.33333333,23,5.75,28.57142857,7.142857143,20,5,41.22619048
230020,86.66666667,21.66666667,32,8,50,12.5,0,0,42.16666667
230021,10,2.5,35,8.75,62.85714286,15.71428571,20,5,31.96428571
230022,10,2.5,21,5.25,46,11.5,20,5,24.25
230024,93.33333333,23.33333333,10,2.5,28.57142857,7.142857143,0,0,32.97619048
230029,66.66666667,16.66666667,27,6.75,64.28571429,16.07142857,10,2.5,41.98809524
230030,10,2.5,36,9,36.66666667,9.166666667,10,2.5,23.16666667
230031,50,12.5,18,4.5,77.5,19.375,60,15,51.375
230035,25,6.25,68,17,75,18.75,70,17.5,59.5
230036,20,5,40,10,44,11,10,2.5,28.5
230037,33.33333333,8.333333333,30,7.5,97.5,24.375,20,5,45.20833333
230038,56.66666667,14.16666667,39,9.75,35.71428571,8.928571429,20,5,37.8452381
230040,40,10,43,10.75,17.5,4.375,100,25,50.125
230041,36.66666667,9.166666667,24,6,41.42857143,10.35714286,20,5,30.52380952
230046,83.33333333,20.83333333,36,9,35.71428571,8.928571429,10,2.5,41.26190476
230047,56.66666667,14.16666667,17,4.25,38.57142857,9.642857143,0,0,28.05952381
230053,66.66666667,16.66666667,19,4.75,38.57142857,9.642857143,0,0,31.05952381
230054,36.66666667,9.166666667,22,5.5,44.28571429,11.07142857,0,0,25.73809524
230058,33.33333333,8.333333333,53,13.25,43.33333333,10.83333333,50,12.5,44.91666667
230059,56.66666667,14.16666667,53,13.25,40,10,20,5,42.41666667
230066,26.66666667,6.666666667,21,5.25,34.28571429,8.571428571,30,7.5,27.98809524
230069,26.66666667,8.888888889,40,13.33333333,Not Available,Not Available,50,16.66666667,38.88888889
230070,43.33333333,10.83333333,31,7.75,50,12.5,0,0,31.08333333
230072,70,17.5,71,17.75,72,18,60,15,68.25
230075,16.66666667,4.166666667,28,7,47.14285714,11.78571429,0,0,22.95238095
230077,40,10,29,7.25,51.66666667,12.91666667,30,7.5,37.66666667
230080,63.33333333,15.83333333,23,5.75,80,20,20,5,46.58333333
230081,53.33333333,13.33333333,49,12.25,57.5,14.375,70,17.5,57.45833333
230085,35,11.66666667,65,21.66666667,Not Available,Not Available,50,16.66666667,50
230089,100,25,48,12,67.14285714,16.78571429,20,5,58.78571429
230092,66.66666667,16.66666667,18,4.5,58.57142857,14.64285714,30,7.5,43.30952381
230093,45,11.25,47,11.75,70,17.5,80,20,60.5
230095,56.66666667,18.88888889,51,17,Not Available,Not Available,30,10,45.88888889
230096,0,0,20,5,76.66666667,19.16666667,10,2.5,26.66666667
230097,43.33333333,10.83333333,49,12.25,35.71428571,8.928571429,50,12.5,44.51190476
230099,46.66666667,11.66666667,15,3.75,44.28571429,11.07142857,10,2.5,28.98809524
230100,10,2.5,41,10.25,66.66666667,16.66666667,40,10,39.41666667
230104,93.33333333,23.33333333,19,4.75,27.14285714,6.785714286,0,0,34.86904762
230105,73.33333333,18.33333333,43,10.75,65.71428571,16.42857143,30,7.5,53.01190476
230108,40,10,58,14.5,73.33333333,18.33333333,60,15,57.83333333
230110,35,8.75,38,9.5,33.33333333,8.333333333,50,12.5,39.08333333
230117,33.33333333,8.333333333,21,5.25,58.57142857,14.64285714,40,10,38.22619048
230118,53.33333333,13.33333333,26,6.5,100,25,80,20,64.83333333
230121,20,5,44,11,46.66666667,11.66666667,40,10,37.66666667
230130,100,25,21,5.25,35.71428571,8.928571429,0,0,39.17857143
230132,36.66666667,9.166666667,11,2.75,34.28571429,8.571428571,10,2.5,22.98809524
230133,45,11.25,60,15,60,15,70,17.5,58.75
230141,40,10,13,3.25,31.42857143,7.857142857,10,2.5,23.60714286
230142,60,15,22,5.5,64.28571429,16.07142857,30,7.5,44.07142857
230146,56.66666667,14.16666667,19,4.75,21.42857143,5.357142857,0,0,24.27380952
230151,70,17.5,25,6.25,62.85714286,15.71428571,0,0,39.46428571
230156,56.66666667,14.16666667,44,11,25.71428571,6.428571429,20,5,36.5952381
230165,20,5,15,3.75,44.28571429,11.07142857,0,0,19.82142857
230167,13.33333333,3.333333333,31,7.75,65.71428571,16.42857143,30,7.5,35.01190476
230174,10,2.5,36,9,33.33333333,8.333333333,0,0,19.83333333
230176,70,17.5,42,10.5,42.85714286,10.71428571,10,2.5,41.21428571
230180,20,6.666666667,62,20.66666667,Not Available,Not Available,70,23.33333333,50.66666667
230193,60,15,19,4.75,60,15,30,7.5,42.25
230195,60,15,11,2.75,37.14285714,9.285714286,10,2.5,29.53571429
230197,70,17.5,15,3.75,41.42857143,10.35714286,10,2.5,34.10714286
230207,80,20,13,3.25,43.33333333,10.83333333,0,0,34.08333333
230208,25,8.333333333,68,22.66666667,Not Available,Not Available,0,0,31
230216,33.33333333,8.333333333,34,8.5,62.85714286,15.71428571,40,10,42.54761905
230217,45,11.25,33,8.25,100,25,60,15,59.5
230222,50,12.5,34,8.5,81.42857143,20.35714286,50,12.5,53.85714286
230227,56.66666667,14.16666667,14,3.5,52.85714286,13.21428571,20,5,35.88095238
230230,40,10,20,5,45.71428571,11.42857143,10,2.5,28.92857143
230236,30,7.5,44,11,21.42857143,5.357142857,30,7.5,31.35714286
230239,33.33333333,8.333333333,60,15,87.5,21.875,70,17.5,62.70833333
230241,30,7.5,26,6.5,66.66666667,16.66666667,60,15,45.66666667
230244,20,5,22,5.5,45,11.25,0,0,21.75
230254,23.33333333,5.833333333,19,4.75,50,12.5,0,0,23.08333333
230259,25,6.25,95,23.75,83.33333333,20.83333333,60,15,65.83333333
230269,96.66666667,24.16666667,34,8.5,45.71428571,11.42857143,10,2.5,46.5952381
230270,53.33333333,13.33333333,51,12.75,25,6.25,0,0,32.33333333
230273,66.66666667,16.66666667,13,3.25,21.66666667,5.416666667,0,0,25.33333333
230277,53.33333333,13.33333333,27,6.75,47.14285714,11.78571429,0,0,31.86904762
230297,Not Available,Not Available,65,21.66666667,70,23.33333333,10,3.333333333,48.33333333
230302,60,15,36,9,40,10,20,5,39
230303,30,7.5,38,9.5,96.66666667,24.16666667,90,22.5,63.66666667
240001,43.33333333,10.83333333,14,3.5,45.71428571,11.42857143,40,10,35.76190476
240002,63.33333333,15.83333333,34,8.5,31.42857143,7.857142857,10,2.5,34.69047619
240004,80,20,10,2.5,45.71428571,11.42857143,30,7.5,41.42857143
240006,35,8.75,52,13,66.66666667,16.66666667,100,25,63.41666667
240010,100,25,71,17.75,37.14285714,9.285714286,20,5,57.03571429
240014,35,8.75,76,19,66.66666667,16.66666667,70,17.5,61.91666667
240018,30,7.5,81,20.25,86.66666667,21.66666667,60,15,64.41666667
240019,Not Available,Not Available,25,8.333333333,82,27.33333333,10,3.333333333,39
240020,45,11.25,71,17.75,36.66666667,9.166666667,70,17.5,55.66666667
240022,45,11.25,39,9.75,100,25,70,17.5,63.5
240030,20,5,48,12,25,6.25,60,15,38.25
240036,90,22.5,45,11.25,50,12.5,20,5,51.25
240038,56.66666667,14.16666667,16,4,25.71428571,6.428571429,20,5,29.5952381
240040,0,0,48,12,100,25,0,0,37
240043,26.66666667,6.666666667,36,9,74,18.5,70,17.5,51.66666667
240044,66.66666667,16.66666667,25,6.25,62.5,15.625,80,20,58.54166667
240047,53.33333333,13.33333333,24,6,57.14285714,14.28571429,0,0,33.61904762
240050,35,8.75,49,12.25,46.66666667,11.66666667,100,25,57.66666667
