pn,un_cc_ds,wn_cc_ds,u_pacceoc/cc_ds,w_pacceoc/cc_ds,un_s_ds,w_s_ds,un_eacr_ds,w_eacr_ds,tps
110010,83.33333333,20.83333333,42,10.5,25,6.25,20,5,42.58333333
110011,26.66666667,6.666666667,62,15.5,67.14285714,16.78571429,0,0,38.95238095
110015,16.66666667,4.166666667,63,15.75,80,20,30,7.5,47.41666667
110016,50,12.5,41,10.25,54.28571429,13.57142857,20,5,41.32142857
110018,10,2.5,11,2.75,51.66666667,12.91666667,10,2.5,20.66666667
110023,63.33333333,15.83333333,75,18.75,37.14285714,9.285714286,60,15,58.86904762
110024,75,18.75,20,5,50,12.5,0,0,36.25
110025,20,5,26,6.5,31.42857143,7.857142857,30,7.5,26.85714286
110026,30,10,48,16,Not Available,Not Available,50,16.66666667,42.66666667
110027,20,5,39,9.75,33.33333333,8.333333333,0,0,23.08333333
110028,6.666666667,1.666666667,48,12,38.57142857,9.642857143,0,0,23.30952381
110029,43.33333333,10.83333333,37,9.25,32.85714286,8.214285714,40,10,38.29761905
110030,73.33333333,18.33333333,28,7,37.14285714,9.285714286,10,2.5,37.11904762
110031,10,2.5,12,3,50,12.5,0,0,18
110032,70,17.5,35,8.75,65,16.25,0,0,42.5
110034,70,17.5,10,2.5,18.57142857,4.642857143,0,0,24.64285714
110035,66.66666667,16.66666667,21,5.25,41.42857143,10.35714286,0,0,32.27380952
110036,23.33333333,5.833333333,25,6.25,14.28571429,3.571428571,10,2.5,18.1547619
110038,46.66666667,11.66666667,42,10.5,34.28571429,8.571428571,10,2.5,33.23809524
110039,25,6.25,30,7.5,93.33333333,23.33333333,0,0,37.08333333
110041,0,0,30,7.5,90,22.5,10,2.5,32.5
110042,43.33333333,10.83333333,52,13,54,13.5,50,12.5,49.83333333
110043,10,2.5,29,7.25,70,17.5,10,2.5,29.75
110044,10,2.5,35,8.75,75,18.75,30,7.5,37.5
110045,45,15,21,7,Not Available,Not Available,60,20,42
110046,23.33333333,5.833333333,13,3.25,77.5,19.375,0,0,28.45833333
110051,53.33333333,13.33333333,61,15.25,56.66666667,14.16666667,60,15,57.75
110054,36.66666667,9.166666667,25,6.25,48.57142857,12.14285714,0,0,27.55952381
110064,23.33333333,5.833333333,29,7.25,35.71428571,8.928571429,0,0,22.01190476
110069,83.33333333,20.83333333,22,5.5,57.14285714,14.28571429,20,5,45.61904762
110071,20,6.666666667,22,7.333333333,Not Available,Not Available,30,10,24
110073,0,0,41,10.25,100,25,50,12.5,47.75
110074,63.33333333,15.83333333,27,6.75,54.28571429,13.57142857,50,12.5,48.6547619
110075,30,7.5,15,3.75,45.71428571,11.42857143,0,0,22.67857143
110076,23.33333333,5.833333333,10,2.5,37.14285714,9.285714286,0,0,17.61904762
110078,76.66666667,19.16666667,14,3.5,48.57142857,12.14285714,10,2.5,37.30952381
110079,53.33333333,13.33333333,11,2.75,44.28571429,11.07142857,30,7.5,34.6547619
110082,56.66666667,14.16666667,25,6.25,30,7.5,40,10,37.91666667
110083,80,20,37,9.25,35.71428571,8.928571429,20,5,43.17857143
110086,70,23.33333333,41,13.66666667,Not Available,Not Available,60,20,57
110087,46.66666667,11.66666667,20,5,32.85714286,8.214285714,10,2.5,27.38095238
110089,15,3.75,31,7.75,85,21.25,30,7.5,40.25
110091,63.33333333,15.83333333,14,3.5,32.85714286,8.214285714,10,2.5,30.04761905
110092,15,3.75,61,15.25,100,25,0,0,44
110095,53.33333333,13.33333333,33,8.25,55.71428571,13.92857143,40,10,45.51190476
110104,23.33333333,5.833333333,31,7.75,22,5.5,90,22.5,41.58333333
110105,26.66666667,6.666666667,41,10.25,68.33333333,17.08333333,10,2.5,36.5
110107,43.33333333,10.83333333,17,4.25,47.14285714,11.78571429,0,0,26.86904762
110109,5,1.666666667,53,17.66666667,Not Available,Not Available,60,20,39.33333333
110115,50,12.5,13,3.25,47.14285714,11.78571429,0,0,27.53571429
110121,15,3.75,75,18.75,83.33333333,20.83333333,100,25,68.33333333
110122,56.66666667,14.16666667,25,6.25,58.57142857,14.64285714,0,0,35.05952381
110124,25,6.25,60,15,37.5,9.375,0,0,30.625
110125,60,15,51,12.75,40,10,20,5,42.75
110128,36.66666667,9.166666667,62,15.5,46.66666667,11.66666667,10,2.5,38.83333333
110129,23.33333333,5.833333333,29,7.25,38.57142857,9.642857143,0,0,22.72619048
110132,35,8.75,35,8.75,100,25,100,25,67.5
110135,40,10,41,10.25,80,20,0,0,40.25
110142,15,5,53,17.66666667,Not Available,Not Available,100,33.33333333,56
110143,46.66666667,11.66666667,31,7.75,30,7.5,0,0,26.91666667
110146,5,1.25,39,9.75,73.33333333,18.33333333,40,10,39.33333333
110150,45,11.25,50,12.5,80,20,20,5,48.75
110153,60,20,33,11,Not Available,Not Available,60,20,51
110161,46.66666667,11.66666667,44,11,20,5,10,2.5,30.16666667
110164,26.66666667,6.666666667,16,4,57.14285714,14.28571429,20,5,29.95238095
110165,26.66666667,6.666666667,12,3,45,11.25,40,10,30.91666667
110168,63.33333333,15.83333333,35,8.75,21.66666667,5.416666667,30,7.5,37.5
110177,53.33333333,13.33333333,16,4,51.42857143,12.85714286,0,0,30.19047619
110184,33.33333333,8.333333333,51,12.75,54.28571429,13.57142857,40,10,44.6547619
110189,0,0,45,11.25,100,25,40,10,46.25
110191,3.333333333,0.833333333,17,4.25,44.28571429,11.07142857,10,2.5,18.6547619
110192,60,15,15,3.75,37.14285714,9.285714286,0,0,28.03571429
110194,20,5,45,11.25,46.66666667,11.66666667,90,22.5,50.41666667
110198,43.33333333,10.83333333,8,2,25,6.25,0,0,19.08333333
110200,Not Available,Not Available,85,28.33333333,66.66666667,22.22222222,10,3.333333333,53.88888889
110201,55,13.75,30,7.5,46.66666667,11.66666667,0,0,32.91666667
110215,33.33333333,8.333333333,17,4.25,51.42857143,12.85714286,20,5,30.44047619
110225,20,5,44,11,52,13,60,15,44
110226,43.33333333,10.83333333,13,3.25,44,11,40,10,35.08333333
110229,56.66666667,14.16666667,29,7.25,42.85714286,10.71428571,20,5,37.13095238
110230,83.33333333,20.83333333,26,6.5,52.85714286,13.21428571,40,10,50.54761905
110233,Not Available,Not Available,85,28.33333333,17.5,5.833333333,0,0,34.16666667
120001,33.33333333,8.333333333,31,7.75,47.14285714,11.78571429,20,5,32.86904762
120002,43.33333333,10.83333333,12,3,72.85714286,18.21428571,70,17.5,49.54761905
120004,56.66666667,14.16666667,33,8.25,55,13.75,100,25,61.16666667
120005,13.33333333,3.333333333,27,6.75,74.28571429,18.57142857,60,15,43.6547619
120006,26.66666667,6.666666667,68,17,90,22.5,60,15,61.16666667
120007,20,5,11,2.75,33.33333333,8.333333333,10,2.5,18.58333333
120011,25,6.25,63,15.75,68.57142857,17.14285714,100,25,64.14285714
120014,33.33333333,8.333333333,61,15.25,62.5,15.625,80,20,59.20833333
120019,5,1.25,20,5,76,19,60,15,40.25
120022,53.33333333,13.33333333,69,17.25,65,16.25,30,7.5,54.33333333
120026,20,5,82,20.5,56.66666667,14.16666667,40,10,49.66666667
130002,53.33333333,13.33333333,32,8,68.57142857,17.14285714,30,7.5,45.97619048
130003,30,7.5,29,7.25,45,11.25,10,2.5,28.5
130006,66.66666667,16.66666667,36,9,47.14285714,11.78571429,40,10,47.45238095
130007,50,12.5,20,5,71.42857143,17.85714286,20,5,40.35714286
130013,63.33333333,15.83333333,27,6.75,90,22.5,60,15,60.08333333
130014,36.66666667,9.166666667,32,8,78,19.5,30,7.5,44.16666667
130018,33.33333333,8.333333333,35,8.75,61.42857143,15.35714286,0,0,32.44047619
130025,5,1.25,39,9.75,73.33333333,18.33333333,0,0,29.33333333
130028,63.33333333,15.83333333,35,8.75,45.71428571,11.42857143,20,5,41.01190476
130049,36.66666667,9.166666667,43,10.75,68.57142857,17.14285714,0,0,37.05952381
130065,Not Available,Not Available,47,15.66666667,77.5,25.83333333,0,0,41.5
140001,15,3.75,42,10.5,50,12.5,20,5,31.75
140002,16.66666667,4.166666667,30,7.5,40,10,50,12.5,34.16666667
140007,50,12.5,25,6.25,32.85714286,8.214285714,0,0,26.96428571
140008,36.66666667,9.166666667,24,6,75.71428571,18.92857143,0,0,34.0952381
140010,93.33333333,23.33333333,33,8.25,42.85714286,10.71428571,0,0,42.29761905
140011,43.33333333,10.83333333,29,7.25,82,20.5,0,0,38.58333333
140012,50,12.5,38,9.5,52.5,13.125,50,12.5,47.625
140013,0,0,16,4,76.66666667,19.16666667,20,5,28.16666667
140015,30,7.5,40,10,51.42857143,12.85714286,20,5,35.35714286
140018,36.66666667,9.166666667,7,1.75,51.42857143,12.85714286,0,0,23.77380952
140029,40,10,41,10.25,48.57142857,12.14285714,0,0,32.39285714
140030,86.66666667,21.66666667,35,8.75,41.42857143,10.35714286,10,2.5,43.27380952
140032,26.66666667,6.666666667,67,16.75,35,8.75,30,7.5,39.66666667
140034,66.66666667,16.66666667,72,18,57.5,14.375,40,10,59.04166667
140040,15,3.75,39,9.75,36.66666667,9.166666667,20,5,27.66666667
140043,26.66666667,6.666666667,42,10.5,60,15,20,5,37.16666667
140046,10,2.5,59,14.75,62.85714286,15.71428571,0,0,32.96428571
140048,96.66666667,24.16666667,13,3.25,51.42857143,12.85714286,10,2.5,42.77380952
140049,66.66666667,16.66666667,16,4,70,17.5,10,2.5,40.66666667
140052,23.33333333,5.833333333,54,13.5,57.5,14.375,10,2.5,36.20833333
140053,43.33333333,10.83333333,28,7,50,12.5,0,0,30.33333333
140054,13.33333333,3.333333333,23,5.75,40,10,0,0,19.08333333
140058,20,5,36,9,87.5,21.875,50,12.5,48.375
140059,33.33333333,11.11111111,64,21.33333333,Not Available,Not Available,0,0,32.44444444
140062,90,22.5,38,9.5,60,15,0,0,47
140063,60,15,44,11,33.33333333,8.333333333,0,0,34.33333333
140064,16.66666667,4.166666667,70,17.5,73.33333333,18.33333333,0,0,40
140065,86.66666667,21.66666667,60,15,52.85714286,13.21428571,0,0,49.88095238
140067,33.33333333,8.333333333,34,8.5,25.71428571,6.428571429,20,5,28.26190476
140068,55,13.75,2,0.5,82.5,20.625,0,0,34.875
140077,20,5,32,8,100,25,0,0,38
140080,56.66666667,14.16666667,12,3,50,12.5,0,0,29.66666667
140082,73.33333333,18.33333333,13,3.25,35,8.75,0,0,30.33333333
140084,40,10,11,2.75,58.57142857,14.64285714,0,0,27.39285714
140088,46.66666667,11.66666667,35,8.75,51.42857143,12.85714286,0,0,33.27380952
140089,0,0,49,12.25,60,15,0,0,27.25
140091,36.66666667,9.166666667,45,11.25,42.85714286,10.71428571,20,5,36.13095238
140093,66.66666667,16.66666667,27,6.75,50,12.5,0,0,35.91666667
140095,63.33333333,15.83333333,23,5.75,70,17.5,0,0,39.08333333
140100,Not Available,Not Available,95,31.66666667,44,14.66666667,0,0,46.33333333
140101,16.66666667,4.166666667,52,13,61.66666667,15.41666667,0,0,32.58333333
140103,60,15,3,0.75,66.66666667,16.66666667,30,7.5,39.91666667
140110,26.66666667,6.666666667,27,6.75,75,18.75,20,5,37.16666667
140113,46.66666667,11.66666667,34,8.5,54.28571429,13.57142857,0,0,33.73809524
140114,93.33333333,23.33333333,23,5.75,51.42857143,12.85714286,0,0,41.94047619
140115,35,11.66666667,19,6.333333333,Not Available,Not Available,20,6.666666667,24.66666667
140116,56.66666667,14.16666667,40,10,58.57142857,14.64285714,0,0,38.80952381
140117,76.66666667,19.16666667,19,4.75,45.71428571,11.42857143,0,0,35.3452381
140118,33.33333333,8.333333333,20,5,71.42857143,17.85714286,0,0,31.19047619
140119,96.66666667,24.16666667,43,10.75,45.71428571,11.42857143,0,0,46.3452381
140120,26.66666667,6.666666667,33,8.25,66.66666667,16.66666667,10,2.5,34.08333333
140122,90,22.5,47,11.75,64.28571429,16.07142857,0,0,50.32142857
140124,66.66666667,16.66666667,14,3.5,45.71428571,11.42857143,100,25,56.5952381
140125,16.66666667,4.166666667,19,4.75,78.33333333,19.58333333,10,2.5,31
140127,36.66666667,9.166666667,50,12.5,48.57142857,12.14285714,50,12.5,46.30952381
140130,86.66666667,21.66666667,44,11,51.42857143,12.85714286,10,2.5,48.02380952
140133,83.33333333,20.83333333,11,2.75,50,12.5,10,2.5,38.58333333
140135,66.66666667,16.66666667,32,8,58.57142857,14.64285714,10,2.5,41.80952381
140137,10,2.5,51,12.75,100,25,70,17.5,57.75
140143,5,1.25,73,18.25,76.66666667,19.16666667,0,0,38.66666667
140145,30,7.5,100,25,70,17.5,20,5,55
140147,25,8.333333333,55,18.33333333,Not Available,Not Available,40,13.33333333,40
140148,40,10,18,4.5,35.71428571,8.928571429,0,0,23.42857143
140150,66.66666667,16.66666667,14,3.5,30,7.5,0,0,27.66666667
140155,50,12.5,41,10.25,41.66666667,10.41666667,20,5,38.16666667
140158,90,22.5,12,3,31.42857143,7.857142857,10,2.5,35.85714286
140160,23.33333333,5.833333333,35,8.75,50,12.5,0,0,27.08333333
140161,0,0,42,10.5,63.33333333,15.83333333,50,12.5,38.83333333
140162,56.66666667,14.16666667,59,14.75,46.66666667,11.66666667,10,2.5,43.08333333
140164,73.33333333,18.33333333,41,10.25,54.28571429,13.57142857,0,0,42.1547619
140166,50,12.5,31,7.75,58.33333333,14.58333333,20,5,39.83333333
140172,43.33333333,10.83333333,12,3,34.28571429,8.571428571,10,2.5,24.9047619
140174,40,10,35,8.75,41.42857143,10.35714286,0,0,29.10714286
140176,56.66666667,14.16666667,19,4.75,56,14,0,0,32.91666667
140177,70,17.5,0,0,100,25,0,0,42.5
140179,66.66666667,16.66666667,25,6.25,38.57142857,9.642857143,0,0,32.55952381
140180,80,20,19,4.75,47.14285714,11.78571429,0,0,36.53571429
140181,50,12.5,16,4,20,5,20,5,26.5
140182,43.33333333,10.83333333,30,7.5,41.42857143,10.35714286,30,7.5,36.19047619
140184,30,7.5,20,5,57.5,14.375,30,7.5,34.375
140185,83.33333333,20.83333333,32,8,40,10,30,7.5,46.33333333
140186,53.33333333,13.33333333,47,11.75,75.71428571,18.92857143,0,0,44.01190476
140187,36.66666667,9.166666667,36,9,82.85714286,20.71428571,20,5,43.88095238
140189,30,7.5,58,14.5,61.42857143,15.35714286,30,7.5,44.85714286
140191,96.66666667,24.16666667,12,3,38.57142857,9.642857143,0,0,36.80952381
140200,46.66666667,11.66666667,27,6.75,72.85714286,18.21428571,10,2.5,39.13095238
140202,56.66666667,14.16666667,24,6,34.28571429,8.571428571,0,0,28.73809524
140206,63.33333333,15.83333333,12,3,63.33333333,15.83333333,0,0,34.66666667
140208,56.66666667,14.16666667,27,6.75,50,12.5,0,0,33.41666667
140209,23.33333333,5.833333333,28,7,47.14285714,11.78571429,30,7.5,32.11904762
140210,20,5,35,8.75,53.33333333,13.33333333,50,12.5,39.58333333
140211,53.33333333,13.33333333,54,13.5,48.57142857,12.14285714,0,0,38.97619048
140213,83.33333333,20.83333333,52,13,41.42857143,10.35714286,0,0,44.19047619
140217,46.66666667,11.66666667,19,4.75,70,17.5,0,0,33.91666667
140223,80,20,30,7.5,41.42857143,10.35714286,0,0,37.85714286
140224,96.66666667,24.16666667,22,5.5,77.14285714,19.28571429,0,0,48.95238095
140228,46.66666667,11.66666667,43,10.75,47.14285714,11.78571429,0,0,34.20238095
140231,100,25,35,8.75,42.85714286,10.71428571,20,5,49.46428571
140233,53.33333333,13.33333333,15,3.75,35.71428571,8.928571429,0,0,26.01190476
140234,23.33333333,5.833333333,72,18,66.66666667,16.66666667,30,7.5,48
140239,10,2.5,28,7,47.14285714,11.78571429,0,0,21.28571429
140240,43.33333333,10.83333333,8,2,76.66666667,19.16666667,0,0,32
140242,53.33333333,13.33333333,56,14,38.57142857,9.642857143,0,0,36.97619048
140250,66.66666667,16.66666667,14,3.5,52.85714286,13.21428571,0,0,33.38095238
140251,76.66666667,19.16666667,6,1.5,56.66666667,14.16666667,0,0,34.83333333
140252,36.66666667,9.166666667,21,5.25,44.28571429,11.07142857,0,0,25.48809524
140258,86.66666667,21.66666667,23,5.75,42.85714286,10.71428571,0,0,38.13095238
140275,33.33333333,8.333333333,17,4.25,40,10,40,10,32.58333333
140276,73.33333333,18.33333333,20,5,48.57142857,12.14285714,0,0,35.47619048
140280,33.33333333,8.333333333,24,6,30,7.5,20,5,26.83333333
140281,100,25,42,10.5,38.57142857,9.642857143,10,2.5,47.64285714
140286,26.66666667,6.666666667,23,5.75,54.28571429,13.57142857,0,0,25.98809524
140288,90,22.5,30,7.5,44.28571429,11.07142857,10,2.5,43.57142857
140289,3.333333333,0.833333333,23,5.75,57.14285714,14.28571429,10,2.5,23.36904762
140290,83.33333333,20.83333333,19,4.75,60,15,0,0,40.58333333
140291,56.66666667,14.16666667,31,7.75,54.28571429,13.57142857,0,0,35.48809524
140292,43.33333333,10.83333333,34,8.5,73.33333333,18.33333333,0,0,37.66666667
140294,10,3.333333333,44,14.66666667,Not Available,Not Available,40,13.33333333,31.33333333
140304,60,15,22,5.5,77.14285714,19.28571429,0,0,39.78571429
150001,43.33333333,10.83333333,46,11.5,86.66666667,21.66666667,0,0,44
150002,80,20,24,6,35.71428571,8.928571429,0,0,34.92857143
150005,23.33333333,5.833333333,55,13.75,66.66666667,16.66666667,30,7.5,43.75
150006,56.66666667,14.16666667,19,4.75,56.66666667,14.16666667,30,7.5,40.58333333
150007,30,7.5,26,6.5,73.33333333,18.33333333,10,2.5,34.83333333
150008,73.33333333,18.33333333,42,10.5,57.14285714,14.28571429,0,0,43.11904762
150009,26.66666667,6.666666667,19,4.75,51.42857143,12.85714286,0,0,24.27380952
150010,16.66666667,4.166666667,40,10,78.57142857,19.64285714,10,2.5,36.30952381
150011,60,15,21,5.25,40,10,30,7.5,37.75
150012,20,5,26,6.5,57.14285714,14.28571429,10,2.5,28.28571429
150015,16.66666667,4.166666667,17,4.25,67.14285714,16.78571429,0,0,25.20238095
150017,43.33333333,10.83333333,16,4,40,10,0,0,24.83333333
150018,40,10,22,5.5,67.14285714,16.78571429,30,7.5,39.78571429
150021,6.666666667,1.666666667,48,12,55.71428571,13.92857143,0,0,27.5952381
150022,55,18.33333333,47,15.66666667,Not Available,Not Available,20,6.666666667,40.66666667
150023,46.66666667,11.66666667,39,9.75,67.14285714,16.78571429,0,0,38.20238095
150024,63.33333333,15.83333333,21,5.25,61.42857143,15.35714286,20,5,41.44047619
150026,66.66666667,16.66666667,33,8.25,33.33333333,8.333333333,10,2.5,35.75
150030,50,12.5,58,14.5,90,22.5,10,2.5,52
150034,93.33333333,23.33333333,32,8,71.42857143,17.85714286,0,0,49.19047619
150035,80,20,20,5,48.57142857,12.14285714,0,0,37.14285714
150037,56.66666667,14.16666667,61,15.25,72.5,18.125,10,2.5,50.04166667
150042,50,12.5,55,13.75,62.85714286,15.71428571,0,0,41.96428571
150044,63.33333333,15.83333333,26,6.5,45.71428571,11.42857143,0,0,33.76190476
150045,30,7.5,55,13.75,90,22.5,20,5,48.75
150046,23.33333333,5.833333333,45,11.25,60,15,0,0,32.08333333
150047,60,15,12,3,70,17.5,0,0,35.5
150048,60,15,37,9.25,85.71428571,21.42857143,0,0,45.67857143
150051,66.66666667,16.66666667,18,4.5,52.85714286,13.21428571,0,0,34.38095238
150056,76.66666667,19.16666667,14,3.5,40,10,0,0,32.66666667
150057,25,6.25,60,15,92.5,23.125,10,2.5,46.875
150058,33.33333333,8.333333333,26,6.5,52.85714286,13.21428571,20,5,33.04761905
150059,36.66666667,9.166666667,60,15,41.66666667,10.41666667,0,0,34.58333333
150061,23.33333333,5.833333333,44,11,83.33333333,20.83333333,0,0,37.66666667
150064,20,6.666666667,51,17,Not Available,Not Available,0,0,23.66666667
150065,40,10,83,20.75,76.66666667,19.16666667,40,10,59.91666667
150069,26.66666667,6.666666667,81,20.25,75,18.75,40,10,55.66666667
150072,0,0,31,7.75,90,22.5,20,5,35.25
150074,23.33333333,5.833333333,50,12.5,54.28571429,13.57142857,0,0,31.9047619
150075,15,3.75,46,11.5,83.33333333,20.83333333,50,12.5,48.58333333
150076,43.33333333,10.83333333,33,8.25,73.33333333,18.33333333,10,2.5,39.91666667
150082,20,5,44,11,43.33333333,10.83333333,0,0,26.83333333
150084,36.66666667,9.166666667,21,5.25,41.42857143,10.35714286,0,0,24.77380952
150086,16.66666667,4.166666667,37,9.25,20,5,10,2.5,20.91666667
150088,20,5,21,5.25,63.33333333,15.83333333,20,5,31.08333333
150089,83.33333333,20.83333333,21,5.25,35.71428571,8.928571429,20,5,40.01190476
150090,33.33333333,8.333333333,18,4.5,51.42857143,12.85714286,0,0,25.69047619
150091,5,1.25,92,23,86.66666667,21.66666667,40,10,55.91666667
150097,66.66666667,16.66666667,62,15.5,66.66666667,16.66666667,0,0,48.83333333
150100,53.33333333,13.33333333,37,9.25,48.57142857,12.14285714,0,0,34.72619048
150101,30,7.5,60,15,86.66666667,21.66666667,60,15,59.16666667
150102,40,13.33333333,50,16.66666667,Not Available,Not Available,70,23.33333333,53.33333333
150104,40,10,56,14,90,22.5,10,2.5,49
150109,33.33333333,8.333333333,55,13.75,34.28571429,8.571428571,10,2.5,33.1547619
150112,33.33333333,8.333333333,39,9.75,51.42857143,12.85714286,20,5,35.94047619
150113,33.33333333,8.333333333,63,15.75,64.28571429,16.07142857,10,2.5,42.6547619
150115,30,7.5,86,21.5,72.5,18.125,30,7.5,54.625
150125,60,15,37,9.25,50,12.5,0,0,36.75
150126,36.66666667,9.166666667,26,6.5,42.85714286,10.71428571,0,0,26.38095238
150128,16.66666667,4.166666667,29,7.25,50,12.5,0,0,23.91666667
150133,10,2.5,19,4.75,86.66666667,21.66666667,30,7.5,36.41666667
150146,25,6.25,48,12,83.33333333,20.83333333,0,0,39.08333333
150149,Not Available,Not Available,47,15.66666667,85,28.33333333,0,0,44
150150,35,8.75,24,6,24,6,0,0,20.75
150153,55,13.75,59,14.75,62.5,15.625,20,5,49.125
150157,45,11.25,34,8.5,58,14.5,10,2.5,36.75
150158,96.66666667,24.16666667,43,10.75,50,12.5,20,5,52.41666667
150161,80,20,36,9,30,7.5,30,7.5,44
150162,33.33333333,8.333333333,35,8.75,45.71428571,11.42857143,0,0,28.51190476
150165,0,0,19,4.75,82.5,20.625,0,0,25.375
150169,10,2.5,31,7.75,35.71428571,8.928571429,0,0,19.17857143
150173,43.33333333,10.83333333,19,4.75,44.28571429,11.07142857,0,0,26.6547619
150175,55,13.75,67,16.75,35,8.75,0,0,39.25
150176,20,5,33,8.25,22.5,5.625,0,0,18.875
150181,Not Available,Not Available,69,23,100,33.33333333,30,10,66.33333333
160001,13.33333333,3.333333333,17,4.25,93.33333333,23.33333333,90,22.5,53.41666667
160005,25,6.25,89,22.25,30,7.5,50,12.5,48.5
160008,0,0,13,4.333333333,Not Available,Not Available,20,6.666666667,11
160013,5,1.25,47,11.75,43.33333333,10.83333333,70,17.5,41.33333333
160016,23.33333333,5.833333333,37,9.25,55,13.75,40,10,38.83333333
160024,43.33333333,10.83333333,31,7.75,47.14285714,11.78571429,90,22.5,52.86904762
160028,60,15,45,11.25,48.57142857,12.14285714,70,17.5,55.89285714
160029,53.33333333,13.33333333,57,14.25,46,11.5,80,20,59.08333333
160030,33.33333333,8.333333333,67,16.75,1.666666667,0.416666667,30,7.5,33
160033,36.66666667,9.166666667,19,4.75,47.14285714,11.78571429,20,5,30.70238095
160040,5,1.25,29,7.25,33.33333333,8.333333333,10,2.5,19.33333333
160045,50,12.5,28,7,52.85714286,13.21428571,40,10,42.71428571
160047,23.33333333,5.833333333,50,12.5,60,15,30,7.5,40.83333333
160057,50,12.5,22,5.5,52.85714286,13.21428571,60,15,46.21428571
160058,50,12.5,24,6,34.28571429,8.571428571,0,0,27.07142857
160064,0,0,24,6,54.28571429,13.57142857,40,10,29.57142857
160069,43.33333333,10.83333333,68,17,64.28571429,16.07142857,50,12.5,56.4047619
160079,53.33333333,13.33333333,33,8.25,78.57142857,19.64285714,60,15,56.22619048
160080,40,10,39,9.75,44,11,30,7.5,38.25
160082,6.666666667,1.666666667,26,6.5,44.28571429,11.07142857,40,10,29.23809524
160083,13.33333333,3.333333333,17,4.25,44.28571429,11.07142857,30,7.5,26.1547619
160089,43.33333333,10.83333333,34,8.5,80,20,20,5,44.33333333
160104,73.33333333,18.33333333,26,6.5,68.33333333,17.08333333,60,15,56.91666667
160110,20,5,36,9,75.71428571,18.92857143,30,7.5,40.42857143
160112,30,7.5,62,15.5,27.5,6.875,70,17.5,47.375
160117,43.33333333,10.83333333,48,12,77.5,19.375,20,5,47.20833333
160122,26.66666667,6.666666667,51,12.75,66.66666667,16.66666667,90,22.5,58.58333333
160124,20,5,74,18.5,100,25,30,7.5,56
160146,30,7.5,14,3.5,71.42857143,17.85714286,20,5,33.85714286
160147,25,6.25,82,20.5,56.66666667,14.16666667,90,22.5,63.41666667
160153,6.666666667,1.666666667,11,2.75,72.85714286,18.21428571,0,0,22.63095238
170006,33.33333333,8.333333333,32,8,70,17.5,10,2.5,36.33333333
170009,55,18.33333333,66,22,Not Available,Not Available,70,23.33333333,63.66666667
170012,40,10,28,7,50,12.5,0,0,29.5
170013,33.33333333,8.333333333,40,10,61.66666667,15.41666667,0,0,33.75
170014,50,12.5,54,13.5,93.33333333,23.33333333,30,7.5,56.83333333
170016,13.33333333,3.333333333,30,7.5,64.28571429,16.07142857,10,2.5,29.4047619
170017,0,0,43,10.75,36.66666667,9.166666667,50,12.5,32.41666667
170020,20,5,22,5.5,43.33333333,10.83333333,40,10,31.33333333
170023,66.66666667,16.66666667,22,5.5,82,20.5,0,0,42.66666667
170027,50,12.5,79,19.75,90,22.5,20,5,59.75
170040,70,17.5,60,15,31.42857143,7.857142857,10,2.5,42.85714286
170049,43.33333333,10.83333333,29,7.25,51.42857143,12.85714286,10,2.5,33.44047619
170058,0,0,44,11,100,25,40,10,46
170068,25,6.25,22,5.5,65,16.25,10,2.5,30.5
170074,0,0,69,17.25,63.33333333,15.83333333,20,5,38.08333333
170086,36.66666667,9.166666667,28,7,51.42857143,12.85714286,0,0,29.02380952
170094,35,11.66666667,94,31.33333333,Not Available,Not Available,100,33.33333333,76.33333333
170103,66.66666667,16.66666667,53,13.25,36.66666667,9.166666667,50,12.5,51.58333333
170104,50,12.5,60,15,65.71428571,16.42857143,0,0,43.92857143
170105,35,8.75,42,10.5,66.66666667,16.66666667,30,7.5,43.41666667
170109,25,8.333333333,86,28.66666667,Not Available,Not Available,80,26.66666667,63.66666667
170120,40,10,51,12.75,46.66666667,11.66666667,50,12.5,46.91666667
170122,36.66666667,9.166666667,32,8,51.42857143,12.85714286,0,0,30.02380952
170123,36.66666667,9.166666667,27,6.75,50,12.5,0,0,28.41666667
170133,15,5,43,14.33333333,Not Available,Not Available,50,16.66666667,36
170137,26.66666667,6.666666667,62,15.5,62,15.5,40,10,47.66666667
170142,46.66666667,11.66666667,37,9.25,52.5,13.125,10,2.5,36.54166667
170145,0,0,33,8.25,56.66666667,14.16666667,40,10,32.41666667
170146,83.33333333,20.83333333,24,6,57.14285714,14.28571429,30,7.5,48.61904762
170150,20,5,23,5.75,56.66666667,14.16666667,60,15,39.91666667
170175,43.33333333,10.83333333,49,12.25,100,25,30,7.5,55.58333333
170176,63.33333333,15.83333333,44,11,38.57142857,9.642857143,0,0,36.47619048
170182,33.33333333,8.333333333,26,6.5,44.28571429,11.07142857,0,0,25.9047619
170185,70,17.5,42,10.5,68.33333333,17.08333333,10,2.5,47.58333333
170186,75,18.75,67,16.75,62.5,15.625,40,10,61.125
170191,0,0,52,13,90,22.5,0,0,35.5
170197,66.66666667,16.66666667,34,8.5,30,7.5,40,10,42.66666667
170200,15,5,35,11.66666667,Not Available,Not Available,60,20,36.66666667
180001,10,2.5,35,8.75,40,10,0,0,21.25
180002,56.66666667,14.16666667,48,12,75,18.75,60,15,59.91666667
